Date,Business Name,Website,Emails,Verified Emails,Verification Status,Phone,Country,Status
2026-08-13,AAMAX – AI-Powered Web Development & Digital Marketing Services,https://aamax.co,info@aamax.co,,unverified,,,new
2026-08-13,Semrush Agency Partners,https://agencies.semrush.com,"agencies@semrush.com, mail@semrush.com",,invalid,,,new
2026-08-18,CodiFly IT Solutions,https://codiflysoftware.com,"john@company.com, info@codiflysoftware.com",,unverified,1 9636277205,,new
2026-08-17,Creatif Agency,https://creatif.agency,contact@creatif.agency,contact@creatif.agency,valid,,,new
2026-08-13,Find the Right Service Providers for Your Projects,https://feedbax.ai,"info@feedbax.de, info@andersenlab.de, info@feedbax.ai, kontakt@feedbax.de",info@andersenlab.de,valid,,,emailed
2026-08-13,Konigle,https://konigle.com,support@konigle.com,support@konigle.com,catch_all,2018153,,emailed
2026-08-15,Listaaj,https://listaaj.com,"info@listaaj.com, your@email.com",,unverified,,,new
2026-08-13,Evoke Studio,https://madebyevoke.com,"you@company.com, work@madebyevoke.com",,unverified,,,new
2026-08-18,Media Beats,https://media-beats.com,info@media-beats.com,,unverified,,,new
2026-08-18,Moby Digg,https://mobydigg.de,"business@mobydigg.de, touch@mobydigg.de","business@mobydigg.de, touch@mobydigg.de",valid,,,new
2026-08-14,AAM Consultants - Digital Marketing & Web Development Agency,https://www.aamconsultants.org,info@aamconsultants.org,,invalid,334-9955239,,new
2026-08-18,comprisma | PR-Agentur München » Agentur für erfolgsbasierte Performance-PR,https://www.comprisma.de,hallo@comprisma.de,hallo@comprisma.de,valid,,,new
2026-08-18,Eleanor Mayrhofer | Digital Strategy for Experts,https://www.eleanormayrhofer.com,"eleanor@eleanormayrhofer.com, user@domain.com","eleanor@eleanormayrhofer.com, user@domain.com",valid,,,new
2026-08-18,Golden Web Age GmbH,https://www.goldenwebage.de,"info@goldenwebage.de, hallo@goldenwebage.de","info@goldenwebage.de, hallo@goldenwebage.de",catch_all,,,new
2026-08-13,Krowdbase,https://www.krowdbase.com,team@krowdbase.com,team@krowdbase.com,catch_all,,,emailed
2026-08-14,"Digital Design, Branding & Webdesign | PIXIT | Boutique Designagentur",https://www.pixit.design,"office@pixit.design, u003eoffice@pixit.design","office@pixit.design, u003eoffice@pixit.design",catch_all,,,new
2026-08-18,"Porvenir - Brand Identity, Web Design & SEO Agency for Startups",https://www.porvenir.agency,hello@porvenir.agency,,unverified,,,new
2026-08-17,Basal Labs,https://www.thebasallabs.com,"info@thebasallabs.com, your@email.com",info@thebasallabs.com,catch_all,,,new
2026-08-18,Digitalagentur München | Full Service Webdesign,https://www.webnique.de,"max.muster@firma.de, project@webnique.de, info@webnique.de","max.muster@firma.de, project@webnique.de, info@webnique.de",catch_all,,,new
